COD_VAR;LIB_VAR;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
IRIS;Code IRIS du lieu de résidence;314240103;Monestié-Birazel (314240103);CHAR;9
IRIS;Code IRIS du lieu de résidence;314240104;Terris La Justice (314240104);CHAR;9
IRIS;Code IRIS du lieu de résidence;314240105;Écoles-Menude (314240105);CHAR;9
IRIS;Code IRIS du lieu de résidence;314330101;Centre (314330101);CHAR;9
IRIS;Code IRIS du lieu de résidence;314330102;Zone d'Activités (314330102);CHAR;9
IRIS;Code IRIS du lieu de résidence;314330103;Récebedou-Tardines (314330103);CHAR;9
IRIS;Code IRIS du lieu de résidence;314330104;Bords de Garonne (314330104);CHAR;9
IRIS;Code IRIS du lieu de résidence;314330105;Imperial (314330105);CHAR;9
IRIS;Code IRIS du lieu de résidence;314460101;Marnac (314460101);CHAR;9
IRIS;Code IRIS du lieu de résidence;314460102;La Peyrade (314460102);CHAR;9
IRIS;Code IRIS du lieu de résidence;314460103;Cité Rose (314460103);CHAR;9
IRIS;Code IRIS du lieu de résidence;314460104;Parc Technologique (314460104);CHAR;9
IRIS;Code IRIS du lieu de résidence;314460105;Port Sud (314460105);CHAR;9
IRIS;Code IRIS du lieu de résidence;314460106;Les Coteaux (314460106);CHAR;9
IRIS;Code IRIS du lieu de résidence;314510101;Centre (314510101);CHAR;9
IRIS;Code IRIS du lieu de résidence;314510102;Ouest (314510102);CHAR;9
IRIS;Code IRIS du lieu de résidence;314510103;Habitat Diffus (314510103);CHAR;9
IRIS;Code IRIS du lieu de résidence;314670101;Le Terroir (314670101);CHAR;9
IRIS;Code IRIS du lieu de résidence;314670102;Le Mariel (314670102);CHAR;9
IRIS;Code IRIS du lieu de résidence;314830101;CSur de Ville (314830101);CHAR;9
IRIS;Code IRIS du lieu de résidence;314830102;Quartier Ouest (314830102);CHAR;9
IRIS;Code IRIS du lieu de résidence;314830103;Quartier Nord (314830103);CHAR;9
IRIS;Code IRIS du lieu de résidence;314830104;Quartier Est (314830104);CHAR;9
IRIS;Code IRIS du lieu de résidence;314830105;Saint-Gaudens-Garonne (314830105);CHAR;9
IRIS;Code IRIS du lieu de résidence;314830107;Saint-Gaudens-Coteaux (314830107);CHAR;9
IRIS;Code IRIS du lieu de résidence;314880101;Ouest (314880101);CHAR;9
IRIS;Code IRIS du lieu de résidence;314880102;Nord (314880102);CHAR;9
IRIS;Code IRIS du lieu de résidence;314880103;Est (314880103);CHAR;9
IRIS;Code IRIS du lieu de résidence;314880104;Sud (314880104);CHAR;9
IRIS;Code IRIS du lieu de résidence;314990101;Mescurt (314990101);CHAR;9
IRIS;Code IRIS du lieu de résidence;314990102;Gazailla (314990102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315060101;Cammas-Querqueille (315060101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315060102;Les Carmes-Mairie (315060102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315060103;Fondargent-Corail (315060103);CHAR;9
IRIS;Code IRIS du lieu de résidence;315060105;Catala-Cayras (315060105);CHAR;9
IRIS;Code IRIS du lieu de résidence;315060106;Église-Orée du Bois (315060106);CHAR;9
IRIS;Code IRIS du lieu de résidence;31506XXXX;IRIS de la commune comptant moins de 200 habitants;CHAR;9
IRIS;Code IRIS du lieu de résidence;315260101;Aussonnelle Rive Droite (315260101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315260102;Aussonnelle Rive Gauche (315260102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315470101;Le Centre (315470101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315470102;Terrasse de la Saudrune (315470102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315470103;Vallée du Fossat (315470103);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550101;Jacobins (315550101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550102;Saint-Rome (315550102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550201;Taur (315550201);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550202;Saint-Sernin (315550202);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550203;Valade (315550203);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550301;Occitane (315550301);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550302;Wilson (315550302);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550401;Croix Baragnon (315550401);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550402;Ozenne (315550402);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550501;Filatiers (315550501);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550502;Dalbade (315550502);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550601;Teinturiers (315550601);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550602;La Grave (315550602);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550701;Chapou (315550701);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550702;Bazacle (315550702);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550801;Sébastopol (315550801);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550802;Héraclès (315550802);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550901;Concorde (315550901);CHAR;9
IRIS;Code IRIS du lieu de résidence;315550902;Honoré Serres (315550902);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551001;Belfort (315551001);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551002;Raymond IV (315551002);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551101;Dupuy (315551101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551102;Colombette (315551102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551103;Gabriel Péri (315551103);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551201;Montplaisir (315551201);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551202;Jardin des Plantes (315551202);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551203;Branly (315551203);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551301;Notre-Dame (315551301);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551302;Saint-Léon (315551302);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551303;Hôtel de Région (315551303);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551401;Ramier (315551401);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551501;Sainte-Lucie (315551501);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551502;Déodat de Séverac (315551502);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551601;Roguet (315551601);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551602;Ravelin (315551602);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551603;Bourrassol (315551603);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551701;Embouchure (315551701);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551702;Troènes (315551702);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551801;Ponts Jumeaux (315551801);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551802;Chaussas (315551802);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551803;Bourbaki (315551803);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551804;Marché aux Cochons (315551804);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551805;Frédéric Estèbe (315551805);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551806;Mazades (315551806);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551807;Nègreneys (315551807);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551901;Raynal (315551901);CHAR;9
IRIS;Code IRIS du lieu de résidence;315551902;Périole (315551902);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552001;Arago (315552001);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552002;Caravelle (315552002);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552003;La Gloire (315552003);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552004;10 Avril (315552004);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552005;Observatoire (315552005);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552101;Camille Pujol (315552101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552102;Providence (315552102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552103;Bonhoure (315552103);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552104;Jean Chaubet (315552104);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552201;Deltour (315552201);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552202;Coin de la Moure (315552202);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552203;Leygue (315552203);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552204;Louis Vitet (315552204);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552301;Lespinet (315552301);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552302;Saint-Exupéry (315552302);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552303;Courrège (315552303);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552304;Mendès France (315552304);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552401;Marvig (315552401);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552402;Avions (315552402);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552403;Italie (315552403);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552404;Bonnat (315552404);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552405;Serres Municipales (315552405);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552501;Caserne Niel (315552501);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552502;École Normale (315552502);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552601;Jules Julien (315552601);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552701;Poudrerie (315552701);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552702;Daste (315552702);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552801;Bécanne (315552801);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552802;La Pointe (315552802);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552803;La Digue (315552803);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552901;Touraine (315552901);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552902;Bigorre (315552902);CHAR;9
IRIS;Code IRIS du lieu de résidence;315552903;Bordelongue (315552903);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553001;Lambert (315553001);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553002;Mermoz (315553002);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553101;Fontaine Lestang (315553101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553201;Morvan (315553201);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553202;Loire (315553202);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553203;Vestrepain (315553203);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553301;Arènes (315553301);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553401;Tellier (315553401);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553402;Hippodrome (315553402);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553501;Biarritz (315553501);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553502;Les Fontaines (315553502);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553503;Barrière de Bayonne (315553503);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553504;Cartoucherie (315553504);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553601;Ginestous (315553601);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553701;Fondeyre (315553701);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553702;Fenouillet (315553702);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553703;La Salade (315553703);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553802;Lalande Nord (315553802);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553803;Lalande Sud (315553803);CHAR;9
IRIS;Code IRIS du lieu de résidence;315553901;Les Izards (315553901);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554001;Lapujade (315554001);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554003;Grand Selve (315554003);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554004;Nicol (315554004);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554005;Borderouge Sud-Ouest (315554005);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554006;Borderouge Sud-Est (315554006);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554007;Borderouge Nord (315554007);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554101;Gramont (315554101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554201;Réservoir (315554201);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554202;Cité Amouroux (315554202);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554203;Michoum (315554203);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554301;Louis Plana (315554301);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554302;Heredia (315554302);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554303;Patinoire de la Fraternité (315554303);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554401;Surcouf (315554401);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554402;Coquille (315554402);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554501;Cité de l'Hers (315554501);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554502;Roucoule (315554502);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554503;Sainte-Claire (315554503);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554601;Mal Clabel (315554601);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554602;Bois de Limayrac (315554602);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554603;Bitet (315554603);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554701;Marcaissonne (315554701);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554702;Latécoère (315554702);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554703;Louis Breguet (315554703);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554801;Paul Sabatier (315554801);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554802;Les Maraîchers (315554802);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554803;Salade Ponsan (315554803);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554804;Charbonnière (315554804);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554805;Coteaux de Pech David (315554805);CHAR;9
IRIS;Code IRIS du lieu de résidence;315554901;Pouvourville (315554901);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555001;Zones d'Activités Sud (315555001);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555101;Gironis (315555101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555102;Milan (315555102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555201;Lestang (315555201);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555202;Tel Aviv (315555202);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555203;Van Gogh (315555203);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555204;Goya (315555204);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555301;Édouard Bouillères (315555301);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555302;Poulenc (315555302);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555303;Auriacombe (315555303);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555401;Les Vergers (315555401);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555402;Antonio Machado (315555402);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555502;Saint-Simon Est (315555502);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555503;Saint-Simon Ouest (315555503);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555601;Basso Cambo (315555601);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555701;Ferdinand de Lesseps (315555701);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555702;Ramelet Moundi (315555702);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555801;Sauvegrain (315555801);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555802;Les Capelles (315555802);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555901;Fleurance (315555901);CHAR;9
IRIS;Code IRIS du lieu de résidence;315555902;Aérospatiale (315555902);CHAR;9
IRIS;Code IRIS du lieu de résidence;315556001;Flambère (315556001);CHAR;9
IRIS;Code IRIS du lieu de résidence;315556002;Ancely (315556002);CHAR;9
IRIS;Code IRIS du lieu de résidence;315570101;Centre Ville (315570101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315570102;Montjoie (315570102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315570103;Arc-En-Ciel (315570103);CHAR;9
IRIS;Code IRIS du lieu de résidence;315570104;La Ramée (315570104);CHAR;9
IRIS;Code IRIS du lieu de résidence;315570105;Vitarelles (315570105);CHAR;9
IRIS;Code IRIS du lieu de résidence;315570106;Belbèze (315570106);CHAR;9
IRIS;Code IRIS du lieu de résidence;315570107;Fanjeau (315570107);CHAR;9
IRIS;Code IRIS du lieu de résidence;315570108;Les Hauts de Tournefeuille (315570108);CHAR;9
IRIS;Code IRIS du lieu de résidence;315570109;Château d'Eau (315570109);CHAR;9
IRIS;Code IRIS du lieu de résidence;315610101;Centre (315610101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315610102;Saint-Caprais (315610102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315610103;Zone d'Activités La Violette (315610103);CHAR;9
IRIS;Code IRIS du lieu de résidence;315610104;Les Acacias (315610104);CHAR;9
IRIS;Code IRIS du lieu de résidence;315610105;Malbou (315610105);CHAR;9
IRIS;Code IRIS du lieu de résidence;315610106;Belvèze (315610106);CHAR;9
IRIS;Code IRIS du lieu de résidence;31561XXXX;IRIS de la commune comptant moins de 200 habitants;CHAR;9
IRIS;Code IRIS du lieu de résidence;315880101;Centre (315880101);CHAR;9
IRIS;Code IRIS du lieu de résidence;315880102;Le Bas de Villeneuve-Tolosane (315880102);CHAR;9
IRIS;Code IRIS du lieu de résidence;315880103;Le Haut de Villeneuve-Tolosane (315880103);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130101;Centre Basse Ville (320130101);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130102;Centre Haute Ville (320130102);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130201;Faubourg Sud-Ouest (320130201);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130202;Faubourg Nord-Ouest (320130202);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130203;Faubourg Nord (320130203);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130204;Faubourg Ouest (320130204);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130301;La Hourre (320130301);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130302;Garros (320130302);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130401;Zone d'Activités Sud (320130401);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130501;Zone d'Activités Quartier Nord-Est (320130501);CHAR;9
IRIS;Code IRIS du lieu de résidence;320130601;Auch Rural (320130601);CHAR;9
IRIS;Code IRIS du lieu de résidence;321070101;Nord (321070101);CHAR;9
IRIS;Code IRIS du lieu de résidence;321070102;Est (321070102);CHAR;9
IRIS;Code IRIS du lieu de résidence;321070103;Ouest (321070103);CHAR;9
IRIS;Code IRIS du lieu de résidence;321320101;Sud-Ouest (321320101);CHAR;9
IRIS;Code IRIS du lieu de résidence;321320102;Nord (321320102);CHAR;9
IRIS;Code IRIS du lieu de résidence;321320103;Est (321320103);CHAR;9
IRIS;Code IRIS du lieu de résidence;321600101;Hesteil (321600101);CHAR;9
IRIS;Code IRIS du lieu de résidence;321600102;Casse Martin (321600102);CHAR;9
IRIS;Code IRIS du lieu de résidence;330030101;Chemin de la Vie (330030101);CHAR;9
IRIS;Code IRIS du lieu de résidence;330030102;Lagrave-Le Bourg (330030102);CHAR;9
IRIS;Code IRIS du lieu de résidence;330030103;Sabarèges (330030103);CHAR;9
IRIS;Code IRIS du lieu de résidence;330030104;Parabelle (330030104);CHAR;9
IRIS;Code IRIS du lieu de résidence;330050101;Sud-Ouest (330050101);CHAR;9
IRIS;Code IRIS du lieu de résidence;330050102;Nord-Ouest (330050102);CHAR;9
IRIS;Code IRIS du lieu de résidence;330050103;Nord-Est (330050103);CHAR;9
IRIS;Code IRIS du lieu de résidence;330050104;Sud-Est (330050104);CHAR;9
IRIS;Code IRIS du lieu de résidence;330090101;Le Moulleau-Les Abatilles (330090101);CHAR;9
IRIS;Code IRIS du lieu de résidence;330090102;Pereire-Ville d'Hiver (330090102);CHAR;9
IRIS;Code IRIS du lieu de résidence;330090103;Ville d'Été (330090103);CHAR;9
IRIS;Code IRIS du lieu de résidence;330090104;Saint-Ferdinand (330090104);CHAR;9
IRIS;Code IRIS du lieu de résidence;330090105;Aiguillon (330090105);CHAR;9
IRIS;Code IRIS du lieu de résidence;330130101;Nord (330130101);CHAR;9
IRIS;Code IRIS du lieu de résidence;330130104;Sud (330130104);CHAR;9
IRIS;Code IRIS du lieu de résidence;330320101;Nord (330320101);CHAR;9
IRIS;Code IRIS du lieu de résidence;330320102;Centre (330320102);CHAR;9
IRIS;Code IRIS du lieu de résidence;330320103;Sud (330320103);CHAR;9
IRIS;Code IRIS du lieu de résidence;330320104;Ouest-Zones d'Activités-Quais (330320104);CHAR;9
IRIS;Code IRIS du lieu de résidence;330390101;La Castagne-La Ferrade (330390101);CHAR;9
IRIS;Code IRIS du lieu de résidence;330390102;La Raze (330390102);CHAR;9
IRIS;Code IRIS du lieu de résidence;330390103;Centujean (330390103);CHAR;9
IRIS;Code IRIS du lieu de résidence;330390104;Sembat (330390104);CHAR;9
IRIS;Code IRIS du lieu de résidence;330390105;Birambits (330390105);CHAR;9
IRIS;Code IRIS du lieu de résidence;330390106;Le Prêche (330390106);CHAR;9
IRIS;Code IRIS du lieu de résidence;330390107;Mairie Bourg (330390107);CHAR;9
IRIS;Code IRIS du lieu de résidence;330390108;Argous (330390108);CHAR;9
IRIS;Code IRIS du lieu de résidence;330390109;Dorat Verduc (330390109);CHAR;9
IRIS;Code IRIS du lieu de résidence;33039XXXX;IRIS de la commune comptant moins de 200 habitants;CHAR;9
IRIS;Code IRIS du lieu de résidence;330510101;Ouest (330510101);CHAR;9
IRIS;Code IRIS du lieu de résidence;330510102;Centre Aggloméré (330510102);CHAR;9
IRIS;Code IRIS du lieu de résidence;330510103;Diffus (330510103);CHAR;9
IRIS;Code IRIS du lieu de résidence;330560101;Marnières (330560101);CHAR;9
IRIS;Code IRIS du lieu de résidence;330560102;Caychac Bourg (330560102);CHAR;9
IRIS;Code IRIS du lieu de résidence;330560103;Majolan (330560103);CHAR;9
IRIS;Code IRIS du lieu de résidence;330560104;Centre Ville (330560104);CHAR;9
IRIS;Code IRIS du lieu de résidence;330560105;Saturne (330560105);CHAR;9
IRIS;Code IRIS du lieu de résidence;330560106;Zone Industrielle (330560106);CHAR;9
IRIS;Code IRIS du lieu de résidence;33056XXXX;IRIS de la commune comptant moins de 200 habitants;CHAR;9
IRIS;Code IRIS du lieu de résidence;330630101;Le Lac 1 (330630101);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630103;Le Lac 3 (330630103);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630201;Bacalan 1 (330630201);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630202;Bacalan 2 (330630202);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630203;Bacalan 3 (330630203);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630204;Bacalan 4 (330630204);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630301;Chartrons-Grand Parc 1 (330630301);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630302;Chartrons-Grand Parc 2 (330630302);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630303;Chartrons-Grand Parc 3 (330630303);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630305;Chartrons-Grand Parc 5 (330630305);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630306;Chartrons-Grand Parc 6 (330630306);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630307;Chartrons-Grand Parc 7 (330630307);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630308;Chartrons-Grand Parc 8 (330630308);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630309;Chartrons-Grand Parc 9 (330630309);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630310;Chartrons-Grand Parc 10 (330630310);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630311;Chartrons-Grand Parc 11 (330630311);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630312;Chartrons-Grand Parc 12 (330630312);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630313;Chartrons-Grand Parc 13 (330630313);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630401;La Bastide 1 (330630401);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630402;La Bastide 2 (330630402);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630403;La Bastide 3 (330630403);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630404;La Bastide 4 (330630404);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630405;La Bastide 5 (330630405);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630501;Hôtel de Ville-Quinconces 1 (330630501);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630502;Hôtel de Ville-Quinconces 2 (330630502);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630503;Hôtel de Ville-Quinconces 3 (330630503);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630504;Hôtel de Ville-Quinconces 4 (330630504);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630505;Hôtel de Ville-Quinconces 5 (330630505);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630506;Hôtel de Ville-Quinconces 6 (330630506);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630507;Hôtel de Ville-Quinconces 7 (330630507);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630508;Hôtel de Ville-Quinconces 8 (330630508);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630601;Saint-Seurin-Fondaudège 1 (330630601);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630602;Saint-Seurin-Fondaudège 2 (330630602);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630603;Saint-Seurin-Fondaudège 3 (330630603);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630604;Saint-Seurin-Fondaudège 4 (330630604);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630605;Saint-Seurin-Fondaudège 5 (330630605);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630606;Saint-Seurin-Fondaudège 6 (330630606);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630607;Saint-Seurin-Fondaudège 7 (330630607);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630608;Saint-Seurin-Fondaudège 8 (330630608);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630609;Saint-Seurin-Fondaudège 9 (330630609);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630701;Villa Primerose Parc Bordelais-Caudéran 1 (330630701);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630702;Villa Primerose Parc Bordelais-Caudéran 2 (330630702);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630703;Villa Primerose Parc Bordelais-Caudéran 3 (330630703);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630704;Villa Primerose Parc Bordelais-Caudéran 4 (330630704);CHAR;9
IRIS;Code IRIS du lieu de résidence;330630705;Villa Primerose Parc Bordelais-Caudéran 5 (330630705);CHAR;9
